customer_id,nome,sobrenome,sexo,compra_bike_ultimo_3_anos,Ano,Mês,Dia,cargo,categoria_cargo,segmento,possui_carro,falecido
1015,Toiboid,Sorrel,Male,7,1955,abril,1,Web Developer I,Health,Mass Customer,No,N
1016,Adrian,Prettyjohns,Male,0,1959,agosto,12,Legal Assistant,IT,Mass Customer,Yes,N
1017,Jacquenette,Pluthero,Female,88,1979,janeiro,9,Assistant Media Planner,Entertainment,High Net Worth,No,N
1018,Matthiew,Ferreras,Male,1,1994,novembro,27,Help Desk Operator,Manufacturing,Mass Customer,Yes,N
1019,Ignazio,Milby,Male,42,1973,novembro,19,Human Resources Assistant II,Manufacturing,Mass Customer,Yes,N
1020,Natala,Thorndale,Female,29,1975,novembro,10,"",IT,Affluent Customer,No,N
1021,Elvis,Rixon,Male,16,1977,outubro,2,Mechanical Systems Engineer,Retail,High Net Worth,No,N
1022,Suzann,Wilks,Female,56,1990,março,4,Assistant Manager,Financial Services,Affluent Customer,Yes,N
1023,Iseabal,Fullbrook,Female,16,1991,julho,23,"",Financial Services,Affluent Customer,Yes,N
1024,Rhodia,D'Onise,Female,17,1992,junho,5,Social Worker,Health,High Net Worth,Yes,N
1025,Ario,Jeromson,Male,69,1997,julho,30,Quality Engineer,IT,Mass Customer,Yes,N
1026,Vernon,Hakking,Male,66,1994,julho,29,"",Financial Services,Affluent Customer,No,N
1027,Rolando,Sherewood,Male,33,1966,outubro,7,Statistician I,Financial Services,Affluent Customer,No,N
1028,Thorn,Torfin,Male,10,1999,agosto,11,Project Manager,n/a,High Net Worth,No,N
1029,Forbes,Londors,Male,71,1997,fevereiro,15,VP Sales,n/a,Mass Customer,No,N
1030,Nariko,Dummigan,Female,9,1962,maio,5,Food Chemist,Health,Mass Customer,No,N
1031,Roi,Ogden,Male,75,1983,setembro,15,Junior Executive,Manufacturing,Mass Customer,No,N
1032,Maribelle,Werndly,Female,36,1978,julho,18,Executive Secretary,n/a,Mass Customer,Yes,N
1033,Jacob,Claringbold,Male,70,1995,janeiro,6,"",n/a,Affluent Customer,Yes,N
1034,Denney,Cretney,Male,16,1976,maio,12,"",n/a,High Net Worth,Yes,N
1035,Kara-lynn,Doddridge,Female,77,1976,novembro,2,Operator,Retail,Affluent Customer,Yes,N
1036,Randene,Ingle,Female,6,1969,novembro,28,Paralegal,Financial Services,Mass Customer,Yes,N
1037,Sissie,Rielly,Female,95,1956,agosto,8,Human Resources Assistant II,Financial Services,Mass Customer,No,N
1038,Fraser,Acome,Gay,57,,,,Engineer I,Manufacturing,Mass Customer,Yes,N
1039,Nona,Diamant,Female,24,1975,março,14,"",n/a,High Net Worth,Yes,N
1040,Jacenta,Wedlock,Female,78,1975,março,4,Food Chemist,Health,High Net Worth,No,N
1041,Free,Bonniface,Male,95,1959,maio,25,"",Property,Affluent Customer,No,N
1042,Isacco,Woodwind,Male,0,1976,janeiro,14,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,N
1043,Giorgi,Hurford,Male,34,1986,outubro,20,Sales Associate,Financial Services,Mass Customer,Yes,N
1044,Frederico,Whilder,Gay,4,,,,Food Chemist,Health,High Net Worth,No,N
1045,Aeriel,Everest,Female,88,1986,maio,8,"",Financial Services,Mass Customer,Yes,N
1046,Shir,Clevely,Female,0,1955,julho,23,Budget/Accounting Analyst II,n/a,Affluent Customer,No,N
1047,Standford,Tanswill,Male,39,1978,setembro,3,VP Accounting,Financial Services,Affluent Customer,No,N
1048,Braden,Lamming,Male,99,1976,junho,8,Internal Auditor,n/a,Affluent Customer,No,N
1049,Fraser,Gaenor,Male,35,1996,março,2,Software Consultant,Property,Mass Customer,No,N
1050,Marjie,Ghion,Female,7,1973,julho,29,Software Consultant,Telecommunications,Mass Customer,Yes,N
1051,Xylia,Lange,Female,34,1977,setembro,29,Help Desk Technician,Property,High Net Worth,Yes,N
1052,Dela,Flannigan,Female,31,1986,fevereiro,2,Junior Executive,Financial Services,High Net Worth,No,N
1053,Davon,Stanyland,Male,98,1962,maio,20,"",Manufacturing,Mass Customer,Yes,N
1054,Natal,Matiewe,Male,27,1983,agosto,9,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,N
1055,Danell,Rose,Female,30,1988,junho,8,Data Coordiator,Manufacturing,Mass Customer,No,N
1056,Kendricks,Markel,Male,96,1966,dezembro,18,Software Test Engineer IV,Manufacturing,Affluent Customer,No,N
1057,Laryssa,Durdle,Female,73,1969,abril,6,Registered Nurse,Health,Mass Customer,No,N
1058,Gretel,Gionettitti,Female,37,1987,outubro,24,Research Assistant IV,Retail,Affluent Customer,Yes,N
1059,Chantal,Plante,Female,68,1968,fevereiro,16,Account Representative III,Entertainment,High Net Worth,Yes,N
1060,Vanda,Boadby,Female,88,1961,novembro,23,Associate Professor,Argiculture,Affluent Customer,Yes,N
1061,Anderson,"",Male,34,1988,novembro,7,Speech Pathologist,Financial Services,Mass Customer,No,N
1062,Tish,Mowett,Female,32,1975,setembro,28,Junior Executive,n/a,Mass Customer,No,N
1063,Terrence,Geck,Male,22,1987,março,1,Actuary,Financial Services,Affluent Customer,Yes,N
1064,Thornie,Andrusov,Male,3,1977,junho,13,Librarian,Entertainment,Affluent Customer,Yes,N
1065,Chilton,Ghirigori,Male,8,1962,junho,27,Quality Engineer,Financial Services,Mass Customer,Yes,N
1066,Hailey,Ricciardi,Male,45,1995,outubro,6,Recruiter,Telecommunications,High Net Worth,No,N
1067,Berri,Cotillard,Female,13,1965,maio,17,Engineer IV,Financial Services,Mass Customer,Yes,N
1068,Frazer,Searston,Male,5,1995,março,21,"",Health,Mass Customer,Yes,N
1069,Reese,Titterington,Male,85,1976,abril,15,Web Designer I,Telecommunications,Mass Customer,No,N
1070,Albert,Gomery,Male,5,1995,junho,4,Account Representative IV,n/a,Mass Customer,No,N
1071,Chrisy,Miranda,Male,68,1986,dezembro,29,"",Retail,High Net Worth,No,N
1072,Curt,Petrello,Male,60,1957,junho,1,Senior Cost Accountant,Financial Services,High Net Worth,Yes,N
1073,Elbertina,Donne,Female,77,1980,fevereiro,25,Associate Professor,n/a,Affluent Customer,Yes,N
1074,Griswold,Juett,Male,43,1974,julho,14,Accounting Assistant IV,n/a,High Net Worth,Yes,N
1075,Cullin,Elcoate,Male,26,1967,julho,25,Administrative Officer,Manufacturing,High Net Worth,No,N
1076,Siegfried,Trattles,Male,33,2000,junho,6,Pharmacist,Health,Affluent Customer,No,N
1077,Sheba,Este,Female,8,1955,outubro,11,"",Telecommunications,Mass Customer,Yes,N
1078,Abe,Pilley,Male,69,1976,junho,5,Executive Secretary,Manufacturing,Mass Customer,No,N
1079,Dennie,L' Anglois,Male,70,1978,janeiro,3,Nurse Practicioner,Manufacturing,Mass Customer,No,N
1080,Monah,Talbot,Female,70,1999,dezembro,26,Speech Pathologist,Property,Mass Customer,Yes,N
1081,Marga,Cradduck,Female,25,1985,outubro,21,Social Worker,Health,Mass Customer,No,N
1082,Guinevere,Kelby,Gay,90,,,,Financial Analyst,Financial Services,Mass Customer,Yes,N
1083,Chadd,Fowlds,Male,46,1996,agosto,7,VP Product Management,n/a,Affluent Customer,No,N
1084,Serena,Jagson,Female,54,1994,maio,18,Accounting Assistant I,Retail,Affluent Customer,No,N
1085,Lucho,Strafen,Male,4,1975,setembro,12,Internal Auditor,Health,Mass Customer,No,N
1086,Ezechiel,Parnall,Male,84,1989,junho,21,Statistician IV,Property,Mass Customer,Yes,N
1087,Lian,Madrell,Female,39,1979,setembro,18,Financial Analyst,Financial Services,Mass Customer,Yes,N
1088,Andy,Polgreen,Female,19,1989,julho,21,Design Engineer,n/a,High Net Worth,Yes,N
1089,Korney,Hess,Female,90,1988,setembro,17,Product Engineer,Property,Affluent Customer,No,N
1090,Lorettalorna,"",Female,15,1975,julho,15,Computer Systems Analyst II,Telecommunications,Affluent Customer,No,N
1091,Keith,Housden,Male,19,1980,abril,15,"",Health,Mass Customer,No,N
1092,Katlin,Creddon,Female,56,1935,agosto,22,VP Quality Control,Retail,Mass Customer,No,N
1093,Clarita,Penright,Female,63,1996,setembro,13,Business Systems Development Analyst,n/a,Affluent Customer,No,N
1094,Shaughn,Salters,Male,48,1975,dezembro,27,Dental Hygienist,Health,High Net Worth,No,N
1095,Emelda,Gerler,Female,2,1958,agosto,29,Project Manager,Health,Mass Customer,No,N
1096,Jakie,Mungham,Male,33,1969,novembro,29,Software Test Engineer I,Health,High Net Worth,No,N
1097,Gwenora,Grabbam,Female,71,1968,janeiro,31,Engineer II,Financial Services,Mass Customer,Yes,N
1098,Maure,Crow,Female,99,1989,fevereiro,1,Administrative Assistant IV,Financial Services,Mass Customer,Yes,N
1099,Jarrett,Maffia,Male,12,1975,janeiro,13,Tax Accountant,Manufacturing,Affluent Customer,Yes,N
1100,Cord,Braundt,Male,59,1983,janeiro,2,Engineer I,Manufacturing,Mass Customer,No,N
1101,Haily,McWilliams,Female,76,1968,dezembro,22,Senior Editor,n/a,Mass Customer,No,N
1102,Stephana,Puzey,Female,16,1976,agosto,17,Recruiting Manager,Manufacturing,Affluent Customer,No,N
1103,Glynnis,Sailor,Female,76,1978,janeiro,30,Financial Advisor,Financial Services,High Net Worth,Yes,N
1104,Jewelle,Pincott,Female,82,1959,dezembro,31,Programmer III,Retail,Mass Customer,No,N
1105,Sherman,McCusker,Male,39,1990,fevereiro,10,General Manager,n/a,Mass Customer,No,N
1106,Sibyl,Bigmore,Female,2,1962,dezembro,17,Software Consultant,Retail,Mass Customer,No,N
1107,Maridel,Whitby,Female,70,1974,julho,17,Social Worker,Health,High Net Worth,No,N
1108,Ginnie,Farriar,Female,86,1962,março,6,Dental Hygienist,Health,Mass Customer,No,N
1109,Nestor,Billingsley,Male,21,1989,setembro,1,Web Developer II,Entertainment,High Net Worth,No,N
1110,Lazar,Cherryman,Male,73,1991,março,17,Information Systems Manager,Retail,High Net Worth,No,N
1111,Zach,Maynard,Male,96,1960,março,4,Director of Sales,n/a,High Net Worth,Yes,N
1112,Jarrett,Chiplin,Male,25,1981,maio,22,"",n/a,Mass Customer,Yes,N
1113,Dorie,Willock,Male,45,1992,junho,24,Recruiter,Property,Mass Customer,No,N
1114,Evonne,Southan,Female,96,1976,junho,3,Structural Engineer,Retail,Mass Customer,No,N
1115,Merola,Stutard,Female,33,1970,janeiro,18,Account Coordinator,n/a,High Net Worth,Yes,N
1116,Tori,Coche,Female,59,1974,junho,26,Assistant Manager,Health,Mass Customer,Yes,N
1117,Georgena,Guilaem,Female,83,1975,dezembro,1,Quality Engineer,n/a,Affluent Customer,No,N
1118,Colline,Coulman,Female,95,1975,dezembro,19,Sales Representative,Retail,Mass Customer,Yes,N
1119,Lemmy,Bennit,Male,43,1976,outubro,9,"",Entertainment,Mass Customer,Yes,N
1120,Jacquelyn,Rowlinson,Female,87,1980,agosto,31,Web Developer IV,Retail,Affluent Customer,No,N
1121,Dione,Raithby,Female,30,1984,janeiro,21,Registered Nurse,Health,Mass Customer,Yes,N
1122,Gerladina,Carney,Female,59,1985,dezembro,19,"",n/a,Mass Customer,No,N
1123,Dominick,Downey,Male,50,1962,junho,18,"",Property,Mass Customer,No,N
1124,Eben,Threader,Male,36,1965,fevereiro,3,Health Coach III,Health,Affluent Customer,Yes,N
1125,Raff,Everley,Male,25,1990,janeiro,19,Software Test Engineer III,IT,Affluent Customer,No,N
1126,Atlante,Sonley,Female,77,1973,setembro,27,Executive Secretary,n/a,Mass Customer,No,N
1127,Elly,Ormshaw,Female,30,1991,fevereiro,27,Physical Therapy Assistant,Financial Services,Mass Customer,No,N
1128,Kirsten,Longman,Female,47,1992,abril,12,Financial Advisor,Financial Services,Mass Customer,Yes,N
1129,Hercule,"",Male,2,1977,junho,29,VP Marketing,Entertainment,Mass Customer,Yes,N
1130,Juli,Prine,Female,90,1964,dezembro,6,Sales Associate,n/a,Mass Customer,No,N
1131,Sigmund,Barkworth,Male,16,1956,agosto,7,VP Marketing,n/a,Mass Customer,No,N
1132,Coriss,Darkott,Female,99,1985,agosto,1,Actuary,Financial Services,Affluent Customer,Yes,N
1133,Forrester,McFetridge,Male,88,1968,janeiro,26,"",Manufacturing,Affluent Customer,No,N
1134,Sullivan,Scullion,Male,22,1994,setembro,30,Administrative Assistant IV,Financial Services,Affluent Customer,No,N
1135,Mireielle,Avrasin,Female,60,1980,maio,3,Software Engineer IV,Financial Services,Mass Customer,Yes,N
1136,Ivan,Blackhall,Male,72,1977,agosto,31,Executive Secretary,Property,High Net Worth,No,N
1137,Jermayne,Hryniewicki,Male,46,1977,julho,3,Business Systems Development Analyst,n/a,Mass Customer,No,N
1138,Elli,Loxdale,Female,77,1991,setembro,21,Statistician I,Retail,Mass Customer,Yes,N
1139,Shellysheldon,Wickey,Male,52,1982,setembro,15,Editor,Manufacturing,Mass Customer,Yes,N
1140,Deana,Rathbourne,Female,32,1986,fevereiro,25,Executive Secretary,n/a,Mass Customer,Yes,N
1141,Shannah,Gritsaev,Female,70,1981,setembro,19,"",Financial Services,High Net Worth,Yes,N
1142,Michal,Paiton,Male,95,1998,maio,7,Desktop Support Technician,Telecommunications,Mass Customer,No,N
1143,Goraud,Boissieux,Male,64,1955,março,6,Office Assistant IV,Health,Mass Customer,Yes,N
1144,Damon,Phelip,Male,73,1996,dezembro,12,Environmental Specialist,Health,High Net Worth,Yes,N
1145,Korella,Begin,Female,80,1965,setembro,26,"",Property,Mass Customer,Yes,N
1146,Hadleigh,Birley,Male,88,1992,agosto,31,Assistant Professor,Financial Services,High Net Worth,No,N
1147,Tate,Studholme,Male,71,1968,julho,9,Health Coach II,Entertainment,High Net Worth,Yes,N
1148,Inigo,Ojeda,Male,60,1987,setembro,28,Statistician IV,Financial Services,High Net Worth,No,N
1149,Ki,Odo,Female,29,1967,setembro,30,Developer III,n/a,Affluent Customer,Yes,N
1150,Bernelle,Warwick,Female,64,1975,setembro,26,Information Systems Manager,Financial Services,Mass Customer,Yes,N
1151,Brena,Amburgy,Female,27,1965,abril,6,VP Product Management,Argiculture,High Net Worth,Yes,N
1152,Humfrid,Ducket,Male,47,1998,junho,23,Business Systems Development Analyst,Financial Services,Mass Customer,Yes,N
1153,Mirilla,Lothlorien,Female,53,1995,janeiro,17,Desktop Support Technician,Health,Mass Customer,Yes,N
1154,Chase,Youd,Male,26,1974,novembro,24,Research Nurse,Health,Mass Customer,Yes,N
1155,Janetta,Hartrick,Female,73,1994,janeiro,15,VP Marketing,Property,Mass Customer,Yes,N
1156,Breena,Risebrow,Female,22,1997,outubro,16,Marketing Assistant,Argiculture,Mass Customer,Yes,N
1157,Saunder,Camerati,Male,69,1974,abril,3,Research Nurse,Health,Affluent Customer,Yes,N
1158,Butch,Geertje,Male,85,1985,fevereiro,17,Senior Quality Engineer,n/a,Mass Customer,Yes,N
1159,Elbert,Bridgement,Male,94,1993,janeiro,28,Librarian,Entertainment,Mass Customer,No,N
1160,Trisha,Nisuis,Female,98,1965,abril,8,Speech Pathologist,IT,Affluent Customer,No,N
1161,Sibylle,Cutsforth,Female,86,1977,janeiro,14,Senior Quality Engineer,Retail,Mass Customer,No,N
1162,Ambrose,Raiston,Male,29,1990,abril,13,Marketing Assistant,n/a,Mass Customer,Yes,N
1163,Manolo,Dwire,Male,77,1981,novembro,13,Cost Accountant,Financial Services,High Net Worth,Yes,N
1164,Gilligan,Mowat,Female,97,1977,janeiro,9,Food Chemist,Health,Mass Customer,Yes,N
1165,Fanni,Wakelin,Female,58,1993,junho,23,Administrative Assistant IV,Financial Services,High Net Worth,No,N
1166,Fannie,Devil,Female,40,1972,dezembro,5,Quality Control Specialist,Health,Affluent Customer,No,N
1167,Elberta,Crickett,Female,20,1996,junho,3,Software Test Engineer III,Health,Mass Customer,No,N
1168,Iosep,Shaddick,Male,44,1965,fevereiro,16,Pharmacist,Health,Affluent Customer,No,N
1169,Kessiah,Corden,Female,33,1967,agosto,9,Actuary,Financial Services,Mass Customer,Yes,N
1170,Lari,Rotte,Female,62,1964,novembro,30,Assistant Professor,IT,Mass Customer,Yes,N
1171,Ilise,Solloway,Female,32,1971,agosto,15,Human Resources Manager,n/a,Affluent Customer,Yes,N
1172,Smith,Babbs,Male,48,1974,abril,12,Recruiter,n/a,Mass Customer,Yes,N
1173,Gertie,Chaim,Female,58,1978,março,2,Statistician IV,Retail,High Net Worth,No,N
1174,Shellysheldon,Gooderridge,Gay,9,,,,Executive Secretary,IT,Mass Customer,No,N
1175,Paige,Hodgin,Male,8,1985,setembro,22,Human Resources Manager,n/a,Mass Customer,No,N
1176,Celia,Dockerty,Female,7,1976,janeiro,16,Software Engineer IV,n/a,Affluent Customer,Yes,N
1177,Bobbette,Pozzi,Female,47,1953,agosto,31,Food Chemist,Health,Affluent Customer,Yes,N
1178,Angelo,Byne,Male,1,1970,maio,26,Pharmacist,Health,Mass Customer,No,N
1179,Kerry,Pashenkov,Male,56,1988,agosto,15,Media Manager IV,Financial Services,High Net Worth,Yes,N
1180,Gaye,Quickenden,Female,48,1975,agosto,17,Account Representative I,Financial Services,Affluent Customer,No,N
1181,Brita,Plant,Female,2,1978,junho,6,Tax Accountant,Argiculture,Mass Customer,No,N
1182,Carolann,Ottiwill,Female,84,1975,janeiro,11,Data Coordiator,IT,Mass Customer,Yes,N
1183,Joe,Shalliker,Male,50,1958,novembro,14,Media Manager II,n/a,Affluent Customer,No,N
1184,Auberta,Teodori,Female,89,1968,outubro,7,Social Worker,Health,Mass Customer,No,N
1185,Xena,Rossbrooke,Female,17,2000,julho,23,VP Product Management,n/a,Mass Customer,Yes,N
1186,Brantley,Cecchi,Male,70,1977,maio,28,Help Desk Operator,Manufacturing,Affluent Customer,Yes,N
1187,Antonino,Hogben,Male,65,1998,outubro,21,"",Financial Services,Mass Customer,No,N
1188,Sally,Cominoli,Female,14,1984,fevereiro,23,Statistician IV,n/a,Affluent Customer,Yes,N
1189,Mart,Bazoche,Male,22,1988,agosto,29,Geologist I,Health,High Net Worth,Yes,N
1190,Sib,Gilby,Female,67,1968,setembro,7,Assistant Professor,Financial Services,Affluent Customer,Yes,N
1191,Merrielle,Vegas,Female,20,1996,maio,22,Director of Sales,n/a,Mass Customer,Yes,N
1192,Hollyanne,McCarter,Female,31,1969,dezembro,12,VP Quality Control,Manufacturing,Mass Customer,No,N
1193,Quintus,Whear,Male,58,1986,janeiro,21,Safety Technician I,Retail,High Net Worth,No,N
1194,Audry,Scurrey,Female,69,1992,março,25,Junior Executive,Telecommunications,Affluent Customer,No,N
1195,Ally,Folliott,Female,0,1978,março,22,VP Marketing,Telecommunications,Mass Customer,No,N
1196,Phillie,Bradforth,Female,23,1998,março,19,Research Nurse,Health,Mass Customer,No,N
1197,Isobel,Lampett,Female,44,1997,outubro,16,Professor,Financial Services,High Net Worth,Yes,N
1198,Alina,Rickson,Female,73,1973,setembro,30,Sales Representative,Retail,High Net Worth,No,N
1199,Ludovico,Bertot,Male,7,1958,junho,14,VP Accounting,Financial Services,Affluent Customer,Yes,N
1200,Hedda,Lathom,Female,38,1974,abril,30,Librarian,Entertainment,High Net Worth,No,N
1201,Stephani,Mellhuish,Female,42,1955,novembro,28,"",Manufacturing,Mass Customer,No,N
1202,Rollie,"",Male,90,1992,fevereiro,26,Sales Representative,Retail,Mass Customer,Yes,N
1203,Claresta,Carnier,Female,38,1988,maio,6,Technical Writer,Health,Affluent Customer,No,N
1204,Trudy,Huffy,Female,12,1971,março,24,Senior Developer,Manufacturing,Affluent Customer,Yes,N
1205,Barton,Baudts,Male,38,1978,junho,5,Business Systems Development Analyst,Manufacturing,Affluent Customer,No,N
1206,Lucina,Metcalf,Female,13,1978,maio,7,Paralegal,Financial Services,Mass Customer,No,N
1207,Mabel,Marousek,Female,30,1997,setembro,25,Engineer IV,Health,Mass Customer,No,N
1208,Lira,Durn,Female,23,1983,dezembro,26,Budget/Accounting Analyst IV,Financial Services,Mass Customer,No,N
1209,Jacky,Jerosch,Male,40,1977,setembro,6,Senior Developer,Property,High Net Worth,Yes,N
1210,Shandie,Sprigg,Gay,81,,,,Programmer II,IT,Mass Customer,No,N
1211,Gunar,Petasch,Male,45,1978,julho,23,VP Sales,Financial Services,Affluent Customer,Yes,N
1212,Cindy,Freeborn,Female,28,1968,outubro,24,Legal Assistant,Property,Affluent Customer,No,N
1213,Matthieu,Schruur,Male,80,1973,outubro,21,Accounting Assistant II,n/a,High Net Worth,No,N
1214,Martino,Shalcros,Male,0,1989,maio,1,Internal Auditor,Property,High Net Worth,No,N
1215,Dyann,Turbard,Female,79,1967,fevereiro,26,VP Quality Control,Manufacturing,Mass Customer,No,N
1216,Frank,Vallerine,Female,15,1959,junho,25,Software Test Engineer I,Telecommunications,Affluent Customer,Yes,N
1217,Dulcinea,Janssen,Female,67,1968,agosto,19,Structural Engineer,Manufacturing,High Net Worth,No,N
1218,Marlie,Lister,Female,12,1982,janeiro,9,"",n/a,Mass Customer,Yes,N
1219,Kaine,Parkeson,Male,93,1971,novembro,4,"",Financial Services,Mass Customer,No,N
1220,Paulie,Akerman,Male,12,1987,junho,8,Editor,n/a,High Net Worth,No,N
1221,Byrom,Draisey,Male,75,1995,setembro,25,VP Product Management,Health,High Net Worth,Yes,N
1222,Barbey,Ville,Female,83,1970,novembro,1,Account Executive,Property,Mass Customer,No,N
1223,Kristyn,"",Female,19,1965,janeiro,5,Senior Sales Associate,Manufacturing,Mass Customer,Yes,N
1224,Aundrea,Reisenberg,Female,9,1977,abril,4,Junior Executive,Manufacturing,Mass Customer,No,N
1225,Arte,Witchell,Male,5,1988,janeiro,22,Clinical Specialist,Health,Mass Customer,Yes,N
1226,Constantia,Sirr,Female,32,1981,março,16,Director of Sales,Health,Mass Customer,Yes,N
1227,Carlina,Pencot,Female,63,1989,setembro,30,Software Engineer I,IT,Affluent Customer,Yes,N
1228,Marti,Bisterfeld,Female,43,1962,abril,27,Senior Cost Accountant,Financial Services,Affluent Customer,No,N
1229,Sebastian,Trass,Male,38,2000,janeiro,8,GIS Technical Architect,Manufacturing,Affluent Customer,Yes,N
1230,Eben,Powley,Male,61,1985,julho,24,"",Financial Services,Mass Customer,Yes,N
1231,Aloisia,Shawel,Female,94,1973,julho,28,Social Worker,Health,Affluent Customer,No,N
1232,Stillmann,Wilfling,Male,83,1959,setembro,12,Help Desk Operator,Property,Affluent Customer,No,N
1233,Keeley,Hawsby,Female,17,1978,julho,7,"",Retail,Affluent Customer,Yes,N
1234,Rancell,Yven,Male,87,1965,abril,19,Geologist I,n/a,Mass Customer,No,N
1235,Sharon,Cranage,Female,24,1969,fevereiro,28,Dental Hygienist,Health,Mass Customer,No,N
1236,Bryanty,Megarrell,Male,75,1974,maio,21,Web Designer IV,Financial Services,High Net Worth,Yes,N
1237,Junia,Humerstone,Female,6,1969,dezembro,31,Research Nurse,Health,High Net Worth,No,N
1238,Steward,Beedham,Male,24,1978,junho,1,Graphic Designer,n/a,Affluent Customer,Yes,N
1239,Carroll,Cobbin,Male,9,1978,fevereiro,28,"",n/a,Mass Customer,Yes,N
1240,Pen,Earey,Female,64,1965,maio,13,Sales Associate,Manufacturing,Mass Customer,Yes,N
1241,Lolly,Junkison,Female,23,1986,março,22,Pharmacist,Health,Affluent Customer,Yes,N
1242,Bartholomeo,Meeke,Male,36,1973,fevereiro,4,Human Resources Assistant III,Property,High Net Worth,Yes,N
1243,Robbert,Blakey,Male,73,1953,agosto,9,Research Assistant II,Retail,Mass Customer,No,N
1244,Glenn,Tinham,Gay,80,,,,Financial Analyst,Financial Services,Mass Customer,Yes,N
1245,Erin,Shawell,Male,34,1994,maio,31,Product Engineer,Manufacturing,Affluent Customer,No,N
1246,Ibrahim,Wibrew,Male,94,1993,agosto,10,"",n/a,High Net Worth,No,N
1247,Hildagarde,Eyrl,Female,15,1960,outubro,5,Geologist I,Entertainment,Affluent Customer,No,N
1248,Genia,Bartel,Female,31,1963,dezembro,18,General Manager,n/a,Affluent Customer,Yes,N
1249,Tabb,McKeowon,Male,11,1967,outubro,31,"",Telecommunications,Mass Customer,No,N
1250,Jacklyn,Kewley,Female,42,2001,novembro,2,Help Desk Technician,Manufacturing,Mass Customer,No,N
1251,Codie,Arnecke,Male,63,1997,outubro,1,Desktop Support Technician,Property,Mass Customer,No,N
1252,Les,Ellwood,Male,46,1965,janeiro,16,Recruiting Manager,Manufacturing,Mass Customer,Yes,N
1253,Mahalia,"",Female,81,1996,agosto,19,Research Assistant I,Manufacturing,Mass Customer,No,N
1254,Quillan,McDuffie,Male,60,1958,dezembro,18,Graphic Designer,Retail,Mass Customer,Yes,N
1255,Erhart,Glazebrook,Male,5,1982,maio,20,"",Health,Affluent Customer,No,N
1256,Granny,Lukes,Male,8,1986,maio,11,Food Chemist,Health,High Net Worth,No,N
1257,Prentiss,MacVicar,Male,40,1972,junho,19,Assistant Professor,Property,Affluent Customer,Yes,N
1258,Nefen,Ferriere,Male,89,1978,abril,21,Geological Engineer,Manufacturing,Mass Customer,No,N
1259,Emmi,Dymock,Female,23,1973,novembro,24,Assistant Professor,Financial Services,Mass Customer,No,N
1260,Fremont,Spawton,Male,92,1989,outubro,1,Tax Accountant,Property,Mass Customer,No,N
1261,Candice,Lohde,Female,61,1971,fevereiro,16,Legal Assistant,Manufacturing,Mass Customer,No,N
1262,Aindrea,MacConchie,Female,90,1967,dezembro,7,Technical Writer,n/a,High Net Worth,Yes,N
1263,Elliot,Posselow,Male,41,1973,junho,16,Nurse,Manufacturing,Affluent Customer,No,N
1264,Michail,Heart,Male,48,1994,fevereiro,28,"",Health,Mass Customer,Yes,N
1265,Kipper,Monck,Male,72,1987,julho,22,Biostatistician I,Property,Mass Customer,Yes,N
1266,Harry,"",Male,68,1978,maio,2,Human Resources Manager,Health,Mass Customer,Yes,N
1267,Leopold,Dainton,Male,39,1979,junho,3,Safety Technician IV,Entertainment,Affluent Customer,Yes,N
1268,Baudoin,McCartney,Male,20,1989,dezembro,6,"",Financial Services,High Net Worth,Yes,N
1269,Ravid,Kilgallon,Male,56,1990,agosto,25,Account Coordinator,Property,High Net Worth,Yes,N
1270,Cullen,Langshaw,Male,72,1983,fevereiro,27,Paralegal,Financial Services,Affluent Customer,No,N
1271,Jo-anne,Pringer,Female,71,1994,julho,11,Accounting Assistant II,Telecommunications,Mass Customer,Yes,N
1272,Nettie,Bulfit,Female,2,1985,abril,4,"",Manufacturing,Affluent Customer,No,N
1273,Hieronymus,Whinray,Male,48,1974,julho,31,General Manager,Financial Services,Affluent Customer,Yes,N
1274,Emmerich,Tinkler,Male,12,1977,novembro,16,Mechanical Systems Engineer,Manufacturing,Mass Customer,No,N
1275,Francisca,Whittek,Female,70,1966,janeiro,10,General Manager,Health,Mass Customer,Yes,N
1276,Farrel,Waiting,Male,24,1964,junho,7,Dental Hygienist,Health,Affluent Customer,No,N
1277,Elias,Gerrie,Male,26,1972,dezembro,26,Help Desk Technician,n/a,Mass Customer,Yes,N
1278,Betsy,Schruurs,Female,14,1998,novembro,15,Pharmacist,Health,Affluent Customer,No,N
1279,Burr,Lygoe,Male,30,1962,agosto,12,Staff Accountant I,Financial Services,Mass Customer,No,N
1280,Horacio,Peyntue,Male,71,1978,janeiro,24,Marketing Assistant,Manufacturing,High Net Worth,Yes,N
1281,Leighton,Zisneros,Male,29,1968,julho,7,Administrative Assistant III,Manufacturing,Affluent Customer,Yes,N
1282,Garald,Pidler,Male,99,1980,novembro,15,Programmer Analyst III,Entertainment,Affluent Customer,Yes,N
1283,Tory,Minnette,Female,43,1994,agosto,23,Clinical Specialist,Health,Mass Customer,No,N
1284,Alexis,Aronov,Male,30,1976,janeiro,28,Junior Executive,Entertainment,Affluent Customer,No,N
1285,Tomkin,Fudge,Male,44,1973,maio,23,Office Assistant III,Manufacturing,Mass Customer,Yes,N
